Date,High,Low,Open,Close,Volume,Adj Close
2015-03-16,44818.76171875,41973.125,42210.26171875,44107.3515625,954998.0,43658.046875
2015-03-17,45909.58984375,44439.34375,44818.76171875,44913.6171875,791052.0,44456.1015625
2015-03-18,45719.87890625,44676.48046875,45530.171875,44961.04296875,473625.0,44503.04296875
2015-03-19,45767.30859375,44249.6328125,44961.04296875,45577.59765625,464305.0,45113.31640625
2015-03-20,45719.87890625,44344.48828125,44771.3359375,45672.453125,332190.0,45207.20703125
2015-03-23,46004.44140625,44723.90625,45957.015625,44771.3359375,261351.0,44315.265625
2015-03-24,46383.859375,44344.48828125,44344.48828125,46241.578125,451057.0,45770.53125
2015-03-25,46905.5625,45767.30859375,46336.43359375,46763.27734375,435152.0,46286.91796875
2015-03-26,46478.71484375,45245.60546875,46383.859375,45245.60546875,292592.0,44784.7109375
2015-03-27,45719.87890625,44534.19921875,44676.48046875,45198.1796875,254635.0,44737.765625
2015-03-30,47379.83203125,45435.31640625,45435.31640625,46241.578125,694469.0,45770.53125
2015-03-31,46763.27734375,45862.16015625,46289.0078125,46051.87109375,338834.0,45582.7578125
2015-04-01,48280.953125,45957.015625,46241.578125,48091.2421875,1424812.0,47601.35546875
2015-04-02,49703.76953125,47522.1171875,47616.96875,48660.37109375,993948.0,48164.69140625
2015-04-03,50936.87890625,49039.7890625,49608.9140625,50178.04296875,847999.0,49666.8984375
2015-04-06,51126.5859375,49608.9140625,50842.0234375,50272.89453125,375354.0,49760.78515625
2015-04-07,49988.33203125,48186.09765625,49608.9140625,49893.4765625,628373.0,49385.23046875
2015-04-08,50178.04296875,48755.22265625,49324.3515625,49988.33203125,417193.0,49479.12109375
2015-04-09,51790.5703125,48850.078125,51221.44140625,49419.20703125,444505.0,48915.79296875
2015-04-10,50178.04296875,48850.078125,48850.078125,49608.9140625,359617.0,49103.5703125
2015-04-13,50936.87890625,49514.05859375,49893.4765625,50367.75,346349.0,49854.67578125
2015-04-14,51411.15234375,49324.3515625,50367.75,49798.625,380309.0,49291.34765625
2015-04-15,50083.1875,47806.6796875,49419.20703125,48375.8046875,589632.0,47883.0234375
2015-04-16,47711.82421875,46620.99609375,47427.26171875,47284.98046875,661637.0,46803.30859375
2015-04-17,47901.53515625,46194.15234375,47284.98046875,46478.71484375,890742.0,46005.25390625
2015-04-20,47047.84375,45909.58984375,45909.58984375,47047.84375,524028.0,46568.5859375
2015-04-21,47000.4140625,45767.30859375,46952.98828125,45814.734375,626304.0,45348.0390625
2015-04-22,46620.99609375,45055.8984375,46194.15234375,45530.171875,533242.0,45066.375
2015-04-23,47047.84375,45577.59765625,45862.16015625,46858.1328125,561684.0,46380.80859375
2015-04-24,46763.27734375,44676.48046875,46383.859375,44818.76171875,796267.0,44362.2109375
2015-04-27,46099.296875,44961.04296875,44961.04296875,45719.87890625,361027.0,45254.15234375
2015-04-28,46194.15234375,45055.8984375,46051.87109375,45530.171875,340171.0,45066.375
2015-04-29,45814.734375,44154.78125,45719.87890625,44581.625,418548.0,44127.48828125
2015-04-30,44486.76953125,43395.9453125,44249.6328125,43443.37109375,378606.0,43000.83203125
2015-05-04,44059.92578125,42637.109375,43917.64453125,43253.66015625,333359.0,42813.0546875
2015-05-06,42969.09765625,40550.30859375,42589.6796875,40692.58984375,651138.0,40278.0703125
2015-05-07,41451.42578125,40597.734375,40597.734375,41451.42578125,379213.0,41029.17578125
2015-05-08,42921.671875,42020.5546875,42162.8359375,42115.40625,380069.0,41686.39453125
2015-05-11,43301.08984375,42210.26171875,42589.6796875,42779.390625,373006.0,42343.6171875
2015-05-12,42779.390625,41214.2890625,42684.53515625,41593.70703125,414105.0,41170.0078125
2015-05-13,42210.26171875,41072.0078125,41072.0078125,41783.41796875,165518.0,41357.7890625
2015-05-14,41973.125,41214.2890625,41546.28125,41404.0,207621.0,40982.234375
2015-05-15,42399.97265625,40977.15234375,42305.1171875,41072.0078125,429559.0,40653.625
2015-05-18,40977.15234375,39364.625,40787.4453125,39459.48046875,563253.0,39057.5234375
2015-05-19,39886.328125,38748.0703125,39269.7734375,38937.78125,485295.0,38541.13671875
2015-05-20,41688.5625,39174.91796875,39459.48046875,41498.8515625,738652.0,41076.12109375
2015-05-21,41593.70703125,40408.02734375,41498.8515625,41356.5703125,542714.0,40935.28515625
2015-05-22,41688.5625,40502.87890625,41166.86328125,41688.5625,410533.0,41263.8984375
2015-05-26,41973.125,39744.04296875,41973.125,39933.75390625,532114.0,39526.96484375
2015-05-27,40692.58984375,39080.0625,40028.609375,39127.48828125,644375.0,38728.9140625
2015-05-28,39601.76171875,38605.7890625,39601.76171875,38937.78125,481323.0,38541.13671875
2015-05-29,39174.91796875,38368.65234375,38416.08203125,38368.65234375,447649.0,37977.80859375
2015-06-01,37467.53515625,36518.9921875,37467.53515625,36850.98046875,844948.0,36475.59375
2015-06-02,37467.53515625,36329.28125,36803.5546875,36613.84375,599402.0,36240.875
2015-06-03,37135.546875,35712.7265625,35712.7265625,36708.69921875,514581.0,36334.765625
2015-06-04,36850.98046875,36281.85546875,36803.5546875,36613.84375,525211.0,36240.875
2015-06-05,37182.97265625,36329.28125,36329.28125,36993.26171875,361077.0,36616.42578125
2015-06-08,37514.96484375,36187.0,36518.9921875,36898.41015625,456647.0,36522.54296875
2015-06-09,38368.65234375,37325.25390625,37372.6796875,37704.671875,641018.0,37320.58984375
2015-06-10,37941.80859375,35855.0078125,37894.3828125,36092.14453125,1079120.0,35724.48828125
2015-06-11,36756.12890625,35523.01953125,36044.71875,36139.57421875,646080.0,35771.4375
2015-06-12,37040.69140625,35285.8828125,36613.84375,35570.4453125,575653.0,35208.1015625
2015-06-15,35048.74609375,33341.36328125,35048.74609375,33388.79296875,861512.0,33048.67578125
2015-06-16,34005.34765625,33009.375,33388.79296875,33910.4921875,669234.0,33565.05859375
2015-06-17,33957.91796875,33009.375,33910.4921875,33768.2109375,564051.0,33424.23046875
2015-06-18,34337.3359375,33531.07421875,33957.91796875,33863.0625,536714.0,33518.11328125
2015-06-19,36187.0,33957.91796875,34147.62890625,35902.4375,1066566.0,35536.71484375
2015-06-22,37657.24609375,36756.12890625,36756.12890625,37325.25390625,881157.0,36945.03515625
2015-06-23,37704.671875,36661.2734375,37325.25390625,37657.24609375,521798.0,37273.6484375
2015-06-24,38368.65234375,37277.828125,37704.671875,37894.3828125,441683.0,37508.37109375
2015-06-25,38178.9453125,37277.828125,37609.81640625,37752.09765625,293887.0,37367.53125
2015-06-26,37752.09765625,36803.5546875,37752.09765625,37088.1171875,313079.0,36710.31640625
2015-06-29,36756.12890625,35807.58203125,36424.13671875,35949.86328125,401180.0,35583.66015625
2015-06-30,38510.9375,35760.15625,35807.58203125,38416.08203125,667037.0,38024.75390625
2015-07-01,40123.4609375,37609.81640625,38510.9375,39696.6171875,850846.0,39292.2421875
2015-07-02,41593.70703125,39744.04296875,40313.171875,40692.58984375,1413529.0,40278.0703125
2015-07-03,41214.2890625,39317.19921875,40740.015625,39364.625,614794.0,38963.63671875
2015-07-06,40408.02734375,38605.7890625,38700.64453125,39080.0625,619705.0,38681.97265625
2015-07-07,42210.26171875,39886.328125,40408.02734375,41309.14453125,1588267.0,40888.34765625
2015-07-08,41641.13671875,39744.04296875,41309.14453125,39838.8984375,634193.0,39433.078125
2015-07-09,39364.625,36945.8359375,38890.35546875,37657.24609375,1695939.0,37273.6484375
2015-07-10,38084.08984375,37467.53515625,38036.6640625,37704.671875,540514.0,37320.58984375
2015-07-13,38463.5078125,37704.671875,37989.234375,38368.65234375,476788.0,37977.80859375
2015-07-14,38700.64453125,37372.6796875,38605.7890625,37420.109375,693456.0,37038.92578125
2015-07-15,38416.08203125,37372.6796875,38368.65234375,37420.109375,935052.0,37038.92578125
2015-07-16,38226.37109375,36708.69921875,36993.26171875,37420.109375,9523520.0,37038.92578125
2015-07-17,37941.80859375,36281.85546875,37514.96484375,36993.26171875,1211930.0,36616.42578125
2015-07-20,37372.6796875,36139.57421875,37040.69140625,36471.5625,873929.0,36100.0390625
2015-07-21,36898.41015625,35570.4453125,36518.9921875,35760.15625,1183720.0,35395.87890625
2015-07-22,36234.42578125,35333.30859375,35949.86328125,35570.4453125,687210.0,35208.1015625
2015-07-23,37325.25390625,35855.0078125,36139.57421875,37325.25390625,1136467.0,36945.03515625
2015-07-24,37704.671875,36613.84375,37277.828125,37609.81640625,1131157.0,37226.703125
2015-07-27,37609.81640625,36329.28125,37609.81640625,36613.84375,644956.0,36240.875
2015-07-28,36424.13671875,35380.73828125,36187.0,35523.01953125,802574.0,35161.16015625
2015-07-29,36044.71875,35475.58984375,35760.15625,35665.30078125,417429.0,35301.9921875
2015-07-30,35902.4375,33720.78125,35902.4375,33768.2109375,1302413.0,33424.23046875
2015-07-31,34147.62890625,32819.6640625,32914.51953125,33293.9375,1111251.0,32954.7890625
2015-08-03,33768.2109375,32108.255859375,33388.79296875,32392.818359375,964478.0,32062.845703125
2015-08-04,36329.28125,32867.08984375,33056.80078125,36092.14453125,2171657.0,35724.48828125
2015-08-05,37135.546875,35428.1640625,36281.85546875,35523.01953125,764229.0,35161.16015625
2015-08-06,36281.85546875,35570.4453125,35997.2890625,35665.30078125,403643.0,35301.9921875
2015-08-07,35475.58984375,34716.75390625,35475.58984375,34953.890625,402655.0,34597.83203125
2015-08-10,36613.84375,35191.02734375,35617.87109375,36518.9921875,772738.0,36146.98828125
2015-08-11,36234.42578125,35475.58984375,36092.14453125,35475.58984375,624706.0,35114.21484375
2015-08-12,35855.0078125,33531.07421875,35380.73828125,34005.34765625,796773.0,33658.94921875
2015-08-13,35001.3203125,33720.78125,33863.0625,34384.765625,612684.0,34034.50390625
2015-08-14,34384.765625,34384.765625,34384.765625,34384.765625,0.0,34034.50390625
2015-08-17,34005.34765625,33199.08203125,33768.2109375,33436.21875,523956.0,33095.6171875
2015-08-18,33531.07421875,32345.392578125,33341.36328125,32487.673828125,887755.0,32156.736328125
2015-08-19,32250.537109375,30068.8828125,32203.109375,30400.875,1153931.0,30091.193359375
2015-08-20,31633.982421875,30068.8828125,30068.8828125,30543.15625,786035.0,30232.02734375
2015-08-21,29736.892578125,29025.484375,29120.337890625,29404.90234375,795567.0,29105.3671875
2015-08-24,29831.74609375,28456.357421875,28930.62890625,29167.765625,693723.0,28870.646484375
2015-08-25,30827.71875,29025.484375,29784.3203125,30116.310546875,835401.0,29809.52734375
2015-08-26,31586.556640625,30306.01953125,30353.447265625,31539.12890625,675699.0,31217.8515625
2015-08-27,32060.828125,30922.57421875,31965.974609375,31064.85546875,504911.0,30748.41015625
2015-08-28,31349.419921875,30827.71875,30922.57421875,31159.7109375,577630.0,30842.30078125
2015-08-31,31586.556640625,30638.009765625,31301.9921875,31586.556640625,520890.0,31264.796875
2015-09-01,31301.9921875,30353.447265625,30638.009765625,30353.447265625,643864.0,30044.248046875
2015-09-02,30495.728515625,29784.3203125,29831.74609375,30021.45703125,479816.0,29715.640625
2015-09-03,30400.875,29499.755859375,30163.73828125,29547.18359375,508598.0,29246.19921875
2015-09-04,29926.6015625,28835.775390625,29547.18359375,28978.056640625,539420.0,28682.869140625
2015-09-07,29642.037109375,28646.06640625,28930.62890625,28978.056640625,398441.0,28682.869140625
2015-09-08,29499.755859375,28693.4921875,28978.056640625,29072.91015625,389062.0,28776.7578125
2015-09-09,30306.01953125,29310.046875,29499.755859375,30163.73828125,541996.0,29856.47265625
2015-09-10,30827.71875,29784.3203125,30068.8828125,30827.71875,649837.0,30513.689453125
2015-09-11,30970.001953125,29926.6015625,30543.15625,29926.6015625,529395.0,29621.751953125
2015-09-14,30685.4375,30116.310546875,30163.73828125,30400.875,425572.0,30091.193359375
2015-09-15,30638.009765625,29926.6015625,30543.15625,30068.8828125,365263.0,29762.58203125
2015-09-16,30780.29296875,30258.591796875,30353.447265625,30732.865234375,557906.0,30419.802734375
2015-09-17,31017.427734375,30448.30078125,30922.57421875,30495.728515625,419291.0,30185.08203125
2015-09-18,30875.146484375,30400.875,30543.15625,30590.583984375,525608.0,30278.970703125
2015-09-21,31728.837890625,30827.71875,30970.001953125,31064.85546875,710991.0,30748.41015625
2015-09-22,31207.13671875,30732.865234375,31207.13671875,30922.57421875,397721.0,30607.578125
2015-09-23,30638.009765625,29642.037109375,30638.009765625,29784.3203125,539936.0,29480.919921875
2015-09-24,30211.166015625,29831.74609375,30163.73828125,29974.029296875,181913.0,29668.6953125
2015-09-25,30258.591796875,29736.892578125,30163.73828125,30021.45703125,227803.0,29715.640625
2015-09-30,30021.45703125,29404.90234375,29547.18359375,29736.892578125,283709.0,29433.974609375
2015-10-01,30448.30078125,29879.173828125,29879.173828125,30353.447265625,225741.0,30044.248046875
2015-10-02,31112.283203125,30590.583984375,30590.583984375,30875.146484375,460658.0,30560.634765625
2015-10-05,31444.2734375,30875.146484375,31349.419921875,31017.427734375,415823.0,30701.466796875
2015-10-06,31301.9921875,30543.15625,31254.564453125,30638.009765625,392667.0,30325.9140625
2015-10-07,30400.875,29879.173828125,30068.8828125,30068.8828125,504234.0,29762.58203125
2015-10-08,30353.447265625,29926.6015625,30116.310546875,30116.310546875,332475.0,29809.52734375
2015-10-12,31064.85546875,30116.310546875,30163.73828125,30970.001953125,497619.0,30654.5234375
2015-10-13,31491.701171875,30448.30078125,31207.13671875,30448.30078125,582209.0,30138.13671875
2015-10-14,30685.4375,30068.8828125,30543.15625,30543.15625,323284.0,30232.02734375
2015-10-15,30827.71875,30353.447265625,30495.728515625,30448.30078125,458641.0,30138.13671875
2015-10-16,30780.29296875,30400.875,30685.4375,30448.30078125,260130.0,30138.13671875
2015-10-19,30448.30078125,30068.8828125,30306.01953125,30306.01953125,361670.0,29997.3046875
2015-10-20,30448.30078125,30163.73828125,30306.01953125,30448.30078125,212765.0,30138.13671875
2015-10-21,30875.146484375,30353.447265625,30448.30078125,30543.15625,446745.0,30232.02734375
2015-10-22,30732.865234375,30163.73828125,30685.4375,30163.73828125,335193.0,29856.47265625
2015-10-23,30732.865234375,30258.591796875,30353.447265625,30495.728515625,308994.0,30185.08203125
2015-10-26,30638.009765625,30353.447265625,30495.728515625,30638.009765625,238608.0,30325.9140625
2015-10-27,30780.29296875,30543.15625,30732.865234375,30638.009765625,273143.0,30325.9140625
2015-10-28,30732.865234375,30211.166015625,30685.4375,30306.01953125,318398.0,29997.3046875
2015-10-29,30400.875,29736.892578125,30353.447265625,29784.3203125,387406.0,29480.919921875
2015-10-30,30021.45703125,29215.193359375,29831.74609375,29262.619140625,407720.0,28964.533203125
2015-11-02,29452.328125,29025.484375,29167.765625,29310.046875,238700.0,29011.478515625
2015-11-03,29784.3203125,29310.046875,29594.611328125,29452.328125,314787.0,29152.310546875
2015-11-04,29926.6015625,29452.328125,29642.037109375,29736.892578125,218474.0,29433.974609375
2015-11-05,29879.173828125,29357.474609375,29879.173828125,29452.328125,242875.0,29152.310546875
2015-11-06,29784.3203125,29262.619140625,29689.46484375,29404.90234375,203294.0,29105.3671875
2015-11-09,29262.619140625,28788.34765625,29167.765625,28788.34765625,404347.0,28495.091796875
2015-11-10,28598.638671875,27982.083984375,28456.357421875,28076.9375,478522.0,27790.9296875
2015-11-11,28171.79296875,27650.09375,27744.947265625,27650.09375,322708.0,27368.43359375
2015-11-12,27887.228515625,26986.111328125,27697.51953125,27175.8203125,586111.0,26898.990234375
2015-11-13,27982.083984375,26748.974609375,26843.830078125,27033.5390625,510003.0,26758.158203125
2015-11-16,26511.837890625,25847.857421875,26464.412109375,26132.419921875,601328.0,25866.220703125
2015-11-17,27555.23828125,26227.275390625,26227.275390625,27175.8203125,514156.0,26898.990234375
2015-11-18,27744.947265625,26416.984375,27080.966796875,26559.265625,411026.0,26288.716796875
2015-11-19,27128.392578125,26606.693359375,26701.546875,26796.40234375,230645.0,26523.4375
2015-11-20,27602.666015625,27033.5390625,27080.966796875,27175.8203125,361162.0,26898.990234375
2015-11-23,27318.1015625,26843.830078125,27223.248046875,26891.2578125,229732.0,26617.328125
2015-11-24,27080.966796875,26559.265625,27080.966796875,26606.693359375,261291.0,26335.662109375
2015-11-25,26796.40234375,26322.12890625,26606.693359375,26416.984375,280972.0,26147.884765625
2015-11-26,26701.546875,26416.984375,26464.412109375,26511.837890625,275466.0,26241.7734375
2015-11-27,27365.529296875,26606.693359375,26606.693359375,26701.546875,306768.0,26429.548828125
2015-11-30,26843.830078125,26227.275390625,26748.974609375,26843.830078125,382230.0,26570.3828125
2015-12-01,26891.2578125,26416.984375,26748.974609375,26511.837890625,418935.0,26241.7734375
2015-12-02,26843.830078125,26369.556640625,26559.265625,26416.984375,345281.0,26147.884765625
2015-12-03,26701.546875,26274.703125,26701.546875,26416.984375,248357.0,26147.884765625
2015-12-04,26511.837890625,26179.84765625,26322.12890625,26322.12890625,239386.0,26053.99609375
2015-12-07,26654.12109375,26132.419921875,26464.412109375,26132.419921875,271392.0,25866.220703125
2015-12-08,26416.984375,25800.4296875,26369.556640625,25800.4296875,338576.0,25537.611328125
2015-12-09,26084.994140625,25705.576171875,26037.56640625,25800.4296875,236238.0,25537.611328125
2015-12-10,26891.2578125,25800.4296875,25800.4296875,26891.2578125,680382.0,26617.328125
2015-12-11,26986.111328125,26464.412109375,26986.111328125,26511.837890625,264344.0,26241.7734375
2015-12-14,26511.837890625,25847.857421875,26511.837890625,25942.7109375,234765.0,25678.443359375
2015-12-15,26084.994140625,25705.576171875,25847.857421875,25800.4296875,239741.0,25537.611328125
2015-12-16,26274.703125,25942.7109375,26132.419921875,25942.7109375,194708.0,25678.443359375
2015-12-17,26986.111328125,26227.275390625,26274.703125,26843.830078125,545941.0,26570.3828125
2015-12-18,27507.810546875,26938.68359375,27128.392578125,27080.966796875,477363.0,26805.103515625
2015-12-21,27555.23828125,26654.12109375,27318.1015625,26796.40234375,347040.0,26523.4375
2015-12-22,26891.2578125,26369.556640625,26843.830078125,26654.12109375,250319.0,26382.60546875
2015-12-23,26891.2578125,26511.837890625,26748.974609375,26701.546875,194201.0,26429.548828125
2015-12-24,27080.966796875,26606.693359375,26748.974609375,26796.40234375,235105.0,26523.4375
2015-12-28,27223.248046875,26606.693359375,27223.248046875,26606.693359375,220877.0,26335.662109375
2015-12-29,26796.40234375,26369.556640625,26796.40234375,26511.837890625,174046.0,26241.7734375
2015-12-30,26748.974609375,26132.419921875,26748.974609375,26274.703125,334370.0,26007.0546875
2016-01-04,26369.556640625,25610.720703125,26369.556640625,25610.720703125,319996.0,25349.833984375
2016-01-05,25942.7109375,25041.59375,25421.01171875,25183.875,510560.0,24927.337890625
2016-01-06,25421.01171875,24899.3125,25326.158203125,24994.166015625,404700.0,24739.560546875
2016-01-07,25231.302734375,24804.45703125,24899.3125,24899.3125,217454.0,24645.673828125
2016-01-08,24804.45703125,23998.193359375,24662.17578125,24330.185546875,631626.0,24082.345703125
2016-01-11,24899.3125,24140.4765625,24140.4765625,24614.748046875,282318.0,24364.0078125
2016-01-12,25041.59375,24140.4765625,24851.884765625,24187.90234375,253091.0,23941.51171875
2016-01-13,24851.884765625,24282.7578125,24377.611328125,24567.3203125,218220.0,24317.064453125
2016-01-14,24425.0390625,23713.630859375,24187.90234375,24045.62109375,412848.0,23800.677734375
2016-01-15,24330.185546875,23713.630859375,24282.7578125,23713.630859375,307238.0,23472.0703125
2016-01-18,23950.767578125,23571.34765625,23713.630859375,23618.775390625,269173.0,23378.1796875
2016-01-19,23618.775390625,22765.0859375,23476.494140625,22907.3671875,557543.0,22674.01953125
2016-01-20,22859.939453125,21958.822265625,22765.0859375,22006.248046875,616324.0,21782.080078125
2016-01-21,22670.23046875,21674.2578125,22101.103515625,22006.248046875,652890.0,21782.080078125
2016-01-22,23002.220703125,22148.53125,22195.958984375,22622.802734375,404401.0,22392.35546875
2016-01-25,23191.9296875,22622.802734375,22859.939453125,23049.6484375,261915.0,22814.8515625
2016-01-26,23144.50390625,22527.94921875,22765.0859375,22765.0859375,210141.0,22533.1875
2016-01-27,23429.06640625,22812.51171875,23049.6484375,23002.220703125,315193.0,22767.90625
2016-01-28,23618.775390625,22859.939453125,23002.220703125,23618.775390625,279776.0,23378.1796875
2016-01-29,23713.630859375,23191.9296875,23713.630859375,23476.494140625,231372.0,23237.349609375
2016-02-01,24472.466796875,23903.33984375,24187.90234375,24330.185546875,493016.0,24082.345703125
2016-02-02,24519.89453125,23950.767578125,24187.90234375,24425.0390625,372562.0,24176.232421875
2016-02-03,24851.884765625,24045.62109375,24330.185546875,24614.748046875,459251.0,24364.0078125
2016-02-04,24851.884765625,24425.0390625,24614.748046875,24614.748046875,282595.0,24364.0078125
2016-02-05,24614.748046875,24140.4765625,24377.611328125,24187.90234375,258375.0,23941.51171875
2016-02-11,23808.484375,23002.220703125,23049.6484375,23429.06640625,302135.0,23190.404296875
2016-02-12,23618.775390625,22670.23046875,23334.212890625,23097.076171875,357854.0,22861.796875
2016-02-15,23998.193359375,23097.076171875,23286.78515625,23998.193359375,224694.0,23753.732421875
2016-02-16,24093.048828125,23523.921875,23998.193359375,23903.33984375,187035.0,23659.845703125
2016-02-17,24567.3203125,23713.630859375,23713.630859375,23998.193359375,237329.0,23753.732421875
2016-02-18,24425.0390625,24093.048828125,24425.0390625,24140.4765625,178932.0,23894.56640625
2016-02-19,24282.7578125,23761.05859375,23855.912109375,24282.7578125,192235.0,24035.400390625
2016-02-22,24757.029296875,23998.193359375,24045.62109375,24757.029296875,266417.0,24504.83984375
2016-02-23,25563.29296875,24804.45703125,24851.884765625,25278.73046875,444908.0,25021.2265625
2016-02-24,25421.01171875,24851.884765625,25373.583984375,25041.59375,216834.0,24786.505859375
2016-02-25,25136.447265625,24235.330078125,24994.166015625,24425.0390625,394746.0,24176.232421875
2016-02-26,24567.3203125,24187.90234375,24472.466796875,24235.330078125,207171.0,23988.455078125
2016-02-29,24851.884765625,24282.7578125,24330.185546875,24377.611328125,207306.0,24129.287109375
2016-03-02,24946.73828125,24567.3203125,24851.884765625,24851.884765625,223221.0,24598.728515625
2016-03-03,26037.56640625,24899.3125,25041.59375,26037.56640625,924914.0,25772.333984375
2016-03-04,26748.974609375,26084.994140625,26416.984375,26606.693359375,882379.0,26335.662109375
2016-03-07,27887.228515625,26748.974609375,26938.68359375,27792.375,1032035.0,27509.265625
2016-03-08,28124.365234375,27128.392578125,27887.228515625,27650.09375,591244.0,27368.43359375
2016-03-09,28646.06640625,27602.666015625,27650.09375,28646.06640625,1206883.0,28354.259765625
2016-03-10,29025.484375,28219.220703125,28835.775390625,29025.484375,709991.0,28729.814453125
2016-03-11,29404.90234375,28788.34765625,28883.201171875,29310.046875,779563.0,29011.478515625
2016-03-14,29689.46484375,27934.65625,29642.037109375,28693.4921875,680849.0,28401.203125
2016-03-15,28930.62890625,28076.9375,28456.357421875,28219.220703125,509582.0,27931.763671875
2016-03-16,28930.62890625,27934.65625,27982.083984375,28835.775390625,553194.0,28542.037109375
2016-03-17,29072.91015625,28646.06640625,28883.201171875,28740.919921875,378316.0,28448.146484375
2016-03-18,29167.765625,28266.646484375,28693.4921875,29167.765625,456358.0,28870.646484375
2016-03-21,29642.037109375,28693.4921875,29452.328125,28930.62890625,366239.0,28635.92578125
2016-03-22,28883.201171875,28124.365234375,28646.06640625,28835.775390625,391558.0,28542.037109375
2016-03-23,28646.06640625,28124.365234375,28314.07421875,28408.9296875,413486.0,28119.5390625
